id,x_m,y_m,z_m,px_beta_gamma,py_beta_gamma,pz_beta_gamma,px_MeVc,py_MeVc,pz_MeVc,macro_charge_C
108,8.11616761734924191e-04,5.49628148665835315e-04,8.30278133243360500e-02,1.08016152724652040e-06,3.07070530462238696e-06,-1.86924496861807433e-06,5.51962540422971967e-07,1.56913041066203981e-06,-9.55184178963836007e-07,-3.90625000000000024e-12
109,-9.27813485657160634e-04,-1.59010733164898204e-03,-1.24700006002270894e-01,-1.95174656834464779e-06,-3.38608746102659875e-06,-1.34394025281699384e-06,-9.97342496424115072e-07,-1.73029069258459195e-06,-6.86753469189483827e-07,-3.90625000000000024e-12
110,8.94039788882226047e-04,4.60732773761299980e-04,8.62174471162097389e-02,2.31430404432085002e-06,2.01146566283231547e-07,-2.18023138179194797e-06,1.18260936664795437e-06,1.02785895370731320e-07,-1.11409823609568551e-06,-3.90625000000000024e-12
111,-4.90804329140905569e-04,8.68258520807547920e-04,-1.46332793527223393e-01,-9.02448577111465047e-07,-5.94305418898022036e-07,2.28541153708573963e-06,-4.61151222903958653e-07,-3.03690069056889248e-07,1.16784529545081290e-06,-3.90625000000000024e-12
112,4.80429857866636388e-04,-9.56903697830244052e-04,-3.50576541473422154e-02,1.25032413652298377e-06,1.09256732012369917e-06,2.69309974028249608e-06,6.38915633763244760e-07,5.58301900583210269e-07,1.37617396728435548e-06,-3.90625000000000024e-12
113,7.30969642556081626e-04,9.50502711318309147e-04,-7.39044577883314104e-03,1.38216176826216378e-06,2.47107668177044121e-06,-1.16043718701225132e-06,7.06284663581965709e-07,1.26272018438469542e-06,-5.92983402563260405e-07,-3.90625000000000024e-12
114,-2.67383580952718330e-04,1.42981952773967654e-03,1.12123152526449110e-01,-1.45427911726764033e-06,-3.51377014324744420e-07,4.28349416788572399e-06,-7.43136628923764199e-07,-1.79553654319944392e-07,2.18886551978960484e-06,-3.90625000000000024e-12
115,-5.79299916438736229e-04,3.85402473444498579e-04,-1.10756915825162578e-02,-1.83049056349569348e-06,7.08682322363984374e-07,1.35941049203190520e-06,-9.35380677946299355e-07,3.62136666727996034e-07,6.94658761428303593e-07,-3.90625000000000024e-12
116,1.06145584907539809e-03,5.56229286783668417e-04,5.35324549094524649e-02,-1.49335545944534141e-06,-2.04011964902957265e-06,4.28016129157782003e-06,-7.63104639776569484e-07,-1.04250114065411175e-06,2.18716241999626590e-06,-3.90625000000000024e-12
117,2.00766175702398386e-04,-4.23563351755065515e-04,1.20111463932333851e-01,3.31043847207902500e-08,-4.02363505613856179e-07,1.00413699413511466e-06,1.69163405923238170e-08,-2.05607751368680507e-07,5.13114004003043587e-07,-3.90625000000000024e-12
118,5.20694011390932616e-04,-2.18194131508613054e-03,-2.62372303083095622e-02,4.97911471178229316e-07,-2.50326684174517779e-06,-3.09424815401565564e-06,2.54432761772075183e-07,-1.27916935613178581e-06,-1.58116080670200007e-06,-3.90625000000000024e-12
119,3.78742255295111277e-04,-6.18794683028744442e-04,-8.00432189285508605e-02,-1.53217666595945246e-07,-1.28995647798440573e-06,9.30485771402511090e-08,-7.82942276305280196e-08,-6.59167760250031334e-07,4.75478229186683164e-08,-3.90625000000000024e-12
120,-5.15971307091983946e-04,4.60246290496237130e-04,-8.32785597240666142e-02,-2.09764185857724750e-06,5.14403738488311177e-06,1.08902351525560907e-06,-1.07189498973297360e-06,2.62860310367526996e-06,5.56491016295616201e-07,-3.90625000000000024e-12
121,4.75567986560623270e-04,1.45921703941742447e-03,1.05300569589919624e-01,4.08087550129700293e-06,-7.04485096525679476e-07,5.65974664148349585e-08,2.08532738116276868e-06,-3.59991884324622242e-07,2.89213053379806639e-08,-3.90625000000000024e-12
122,1.08997067419347405e-03,-9.70320456391376670e-05,1.28887582367106596e-01,-6.60369526429800774e-07,4.42916713209347250e-07,1.17386236166986568e-06,-3.37448828005628194e-07,2.26330440449976456e-07,5.99843666813301409e-07,-3.90625000000000024e-12
123,1.35300876496030034e-04,9.90628692383888629e-04,-1.00783664516707533e-01,-6.47254062486759917e-07,-1.71104733950484783e-06,-1.02242793559268330e-06,-3.30746825930734299e-07,-8.74345190486977307e-07,-5.22460675087861187e-07,-3.90625000000000024e-12
124,1.35422871040533446e-03,-4.63566414786536498e-04,1.43982489808902811e-02,-9.18854950887286873e-08,1.86681762057759222e-06,-2.75885713207758302e-06,-4.69534879903403572e-08,9.53943804115149642e-07,-1.40977599449164502e-06,-3.90625000000000024e-12
125,1.15881344019774964e-03,1.11445572944227802e-04,-3.57731123795832148e-02,-1.29153922728076340e-06,9.52553784874062250e-07,2.74891181448695451e-06,-6.59976545140470116e-07,4.86754984070645845e-07,1.40469393720283369e-06,-3.90625000000000024e-12
126,-5.31409606990886231e-05,1.19175997776138349e-03,1.20570041045619289e-01,-7.14182263011589856e-07,7.02646756677972629e-07,-2.79371993413074010e-07,-3.64947136398922431e-07,3.59052492662443996e-07,-1.42759088634080834e-07,-3.90625000000000024e-12
127,7.62749339572186408e-04,-5.22916386535459028e-04,-3.03652165051355519e-02,-3.97023803001352787e-07,3.55744006159315682e-07,-9.71512715441050053e-07,-2.02879163333691285e-07,1.81785187147410308e-07,-4.96442997590376600e-07,-3.90625000000000024e-12
128,7.48918479544810113e-04,8.34737119290538602e-04,-6.14687707029508978e-02,-4.11962281803919771e-07,-5.49363123374383524e-07,3.03761440644267328e-06,-2.10512726001803001e-07,-2.80724556044309986e-07,1.55222096169220618e-06,-3.90625000000000024e-12
129,-6.03411464502136069e-04,7.80212652411954068e-04,1.17079639432170202e-01,-3.48874431805569367e-09,3.21129375975995710e-06,-2.09302014956400996e-07,-1.78274834652645950e-09,1.64097111123733817e-06,-1.06953329642720905e-07,-3.90625000000000024e-12
130,1.69836695284851698e-04,-1.09327366645545925e-03,1.66316087043395483e-01,3.05802121531238646e-07,-1.59643371949543116e-06,3.60069497254230529e-07,1.56264884102462961e-07,-8.15777630662165302e-07,1.83995513096911801e-07,-3.90625000000000024e-12
131,1.22600693983061689e-04,5.43872603998058098e-04,-2.05439358622688029e-01,2.68065527535158102e-06,3.07237121043817774e-06,-2.07968779068692057e-06,1.36981484570465789e-06,1.56998168853390886e-06,-1.06272046104101652e-06,-3.90625000000000024e-12
132,-6.42851324552037211e-04,-1.18881068604249766e-04,3.73010207947426092e-02,4.71976177676057581e-06,6.05737883366230755e-07,9.79475336840920124e-07,2.41179826792465430e-06,3.09532058400143917e-07,5.00511897125710144e-07,-3.90625000000000024e-12
133,-8.23031757641697645e-04,-1.47338074151522904e-03,-1.58831286224793478e-01,1.89349595521346903e-06,8.88468819913664018e-08,-1.65127524538382881e-06,9.67576433114082649e-07,4.54007566975882301e-08,-8.43801650391136550e-07,-3.90625000000000024e-12
134,-3.44318726230551314e-04,3.19657650401504185e-04,2.74057504037179510e-02,9.03954795432710243e-08,-7.01678453165734245e-07,3.69504126171686373e-06,4.61920900466114917e-08,-3.58557689567690200e-07,1.88816608473731739e-06,-3.90625000000000024e-12
135,-1.69002057687648709e-03,-6.86969579507764098e-04,-8.66810380448647215e-03,7.45837226201961860e-08,-4.32484727272386253e-06,2.54307077248528859e-06,3.81122822589202518e-08,-2.20999695636189397e-06,1.29950916473998239e-06,-3.90625000000000024e-12
136,9.90961200223818700e-04,5.54507559354868612e-04,2.57411394360773892e-02,1.13388649960395408e-06,-1.00784424822265982e-07,-3.61603020872479897e-06,5.79416001297620520e-07,-5.15008410841779206e-08,-1.84779143665837221e-06,-3.90625000000000024e-12
137,-1.66295904310864696e-03,1.07264823010338019e-03,-9.26475701901125805e-03,6.25896647724684570e-06,-6.75979372877983631e-07,-6.84574261836261752e-07,3.19833186987313832e-06,-3.45425459540649624e-07,-3.49817447798329766e-07,-3.90625000000000024e-12
138,2.07719734509356665e-04,-6.70723324845064498e-04,-2.09255300678527212e-02,-1.13411226948132119e-06,2.90864075673335670e-07,-1.89934882802986554e-07,-5.79531369704955126e-07,1.48631542669074538e-07,-9.70567251123261262e-08,-3.90625000000000024e-12
139,-3.44103561052990371e-04,-4.12021862645137226e-04,-8.84228746692407586e-02,5.80868488706905912e-07,9.01076690149875257e-07,7.31508766725373305e-09,2.96823797729228918e-07,4.60450188666586254e-07,3.73800979796665764e-09,-3.90625000000000024e-12
140,6.56492739892570987e-04,8.82387822978045622e-04,-5.42411568014859388e-02,2.10923073193428989e-06,-2.01697824534332584e-06,1.78943925143531898e-06,1.07781690401842211e-06,-1.03067588337043949e-06,9.14403457483448001e-07,-3.90625000000000024e-12
141,-8.32349804840726531e-04,-8.21971906738785084e-04,-3.11558344873979730e-02,7.04809191001312160e-07,4.59545109060390817e-08,1.39636299451823943e-06,3.60157496601670517e-07,2.34827550729859709e-08,7.13541490198820312e-07,-3.90625000000000024e-12
142,1.39254213387214197e-03,-1.45915357222873909e-04,1.79048873400899283e-01,5.00363839003258024e-07,4.30042108105703652e-07,-8.72188342780706189e-07,2.55685921730664870e-07,2.19751517242014561e-07,-4.45688243160940861e-07,-3.90625000000000024e-12
143,-1.25904022184021515e-03,-1.08748455912341196e-03,-7.86025310132016514e-02,-1.61645346793634429e-06,-2.84258331804276198e-06,-2.40653102417484671e-06,-8.26007722115471943e-07,-1.45256007551985142e-06,-1.22973735335334671e-06,-3.90625000000000024e-12
144,-8.61510655517789365e-04,3.09460133279862253e-04,1.70440569252400587e-01,-1.24535319492655474e-06,1.53258448076622725e-06,-4.67916000571657632e-07,-6.36375482607469432e-07,7.83150669671542186e-07,-2.39105076292117054e-07,-3.90625000000000024e-12
145,-7.35498042049885286e-04,3.27631450842937033e-04,1.29973682015109726e-01,2.32289657332835135e-07,-2.07389766544884663e-06,-2.98054092258855628e-06,1.18700014897078759e-07,-1.05976170704436071e-06,-1.52305641144275221e-06,-3.90625000000000024e-12
146,2.36042792535791270e-03,2.01359654334057770e-04,9.67350016798425999e-02,1.07790185513097841e-07,4.40739896808754255e-06,-2.20691653999038180e-06,5.50807847971929986e-08,2.25218087269273433e-06,-1.12773435193508521e-06,-3.90625000000000024e-12
147,1.30558857076047154e-03,9.65660672584087051e-05,5.62468737249019052e-02,2.46463901342763818e-06,-2.32188394920404459e-06,-2.41793482521180756e-06,1.25943053586152322e-06,-1.18648269804326677e-06,-1.23556469568323373e-06,-3.90625000000000024e-12
148,-3.42938979503351626e-04,-8.68392926092628205e-04,-5.78453548938191731e-02,-1.89687047105277834e-06,-1.78066864346924251e-06,1.42359189512661231e-06,-9.69300810707969782e-07,-9.09921676812782987e-07,7.27455458409698949e-07,-3.90625000000000024e-12
149,1.14532864821639694e-03,1.33050547078860846e-03,2.56634755585277777e-02,1.91870819330698726e-07,-2.11176825973321827e-08,-1.20849684817992372e-06,9.80459886779870477e-08,-1.07911358072367459e-08,-6.17541889419941074e-07,-3.90625000000000024e-12
150,-1.19303895549969347e-03,1.22813630461096005e-03,1.44034241513866655e-03,1.55707848483597893e-06,3.28679143484932637e-06,3.76471843829753367e-07,7.95667105751185198e-07,1.67955042320800591e-06,1.92377112197003967e-07,-3.90625000000000024e-12
151,1.49367515472544955e-03,1.18250338604880260e-04,-1.11617456286857625e-01,-8.72750733456626715e-07,-2.16573988737641829e-06,-7.67690802925798288e-07,-4.45975624796336260e-07,-1.10669308244934974e-06,-3.92290000295082907e-07,-3.90625000000000024e-12
152,-2.59168031122353009e-04,-6.35885673080978852e-04,1.58984078140434248e-01,-2.52890457419184737e-06,2.42823687569816641e-06,-1.56923755897765307e-06,-1.29227023741203412e-06,1.24082904348176317e-06,-8.01880392637580781e-07,-3.90625000000000024e-12
153,-2.21724825351893697e-03,-5.59334931362470201e-04,-2.84757579034096292e-02,2.11345753807266493e-06,-2.41047811890179836e-06,1.58777395215563449e-06,1.07997680195513177e-06,-1.23175431875881901e-06,8.11352489551529197e-07,-3.90625000000000024e-12
154,-1.98959666881907233e-03,4.45772528497062018e-04,6.32882587609800845e-02,1.07696409799924362e-06,1.42323141669388624e-06,5.55757934330406501e-07,5.50328654077613543e-07,7.27271253930575932e-07,2.83992304442837703e-07,-3.90625000000000024e-12
155,8.63836836395750931e-04,8.48457135696908406e-04,-6.88844531915507388e-03,-2.02287256528674188e-06,5.17545441575041122e-06,-2.70014323227471090e-06,-1.03368788086152507e-06,2.64465720644846016e-06,-1.37977319169237739e-06,-3.90625000000000024e-12
156,9.55879837465779965e-04,-4.12267675942136046e-04,5.77902312197178109e-03,2.11436953271690205e-06,-3.69421379938966153e-07,-2.11977996945496859e-06,1.08044283121833704e-06,-1.88774325148811706e-07,-1.08320756439148907e-06,-3.90625000000000024e-12
157,2.45029264106674696e-04,9.98934225625516413e-05,5.33552922228687151e-02,1.49881452634079473e-06,2.72958383804899166e-06,1.93565151035938382e-06,7.65894222960146098e-07,1.39481734124303480e-06,9.89117921793645183e-07,-3.90625000000000024e-12
158,-6.19185048578451661e-04,-9.37235031426335920e-05,-5.52429818585791557e-02,-2.57936186916914516e-06,-1.46784986432545927e-06,1.04408210941231223e-06,-1.31805391514543316e-06,-7.50071280670309717e-07,5.33525957909691560e-07,-3.90625000000000024e-12
159,9.44051584515245536e-05,3.34567250011496393e-04,-7.14049583091538043e-02,7.11201193671804967e-07,1.72878738025199763e-06,-4.73162495615573182e-07,3.63423809966292335e-07,8.83410351308770770e-07,-2.41786035259557907e-07,-3.90625000000000024e-12
160,1.45572392505157258e-03,1.94329666652880997e-03,5.81628143553866161e-02,-3.48127140891970294e-06,-2.47963819465991977e-06,3.50718418876522967e-07,-1.77892968995796826e-06,-1.26709511747121913e-06,1.79217112045903249e-07,-3.90625000000000024e-12
161,1.27570405081800514e-04,-5.80400487284727447e-04,-1.31683675275986022e-02,-2.17282552904052877e-06,-2.85432790633173806e-06,9.45976129395492433e-07,-1.11031384533971031e-06,-1.45856156013551807e-06,4.83393802121096665e-07,-3.90625000000000024e-12
162,-1.75811258286778360e-04,7.21242482464476984e-04,3.32808718158443886e-03,2.40386824329367021e-06,-1.47320669645650933e-06,-5.99826278105367077e-07,1.22837667232306561e-06,-7.52808621889276230e-07,-3.06511228111842565e-07,-3.90625000000000024e-12
163,7.35155774836412728e-04,5.99704776140083033e-04,-4.32046000654384005e-02,-4.54915968021556656e-07,1.53664160277016933e-06,-7.18899223105592450e-07,-2.32462059659015465e-07,7.85223859015556563e-07,-3.67357503006957764e-07,-3.90625000000000024e-12
164,-1.26398775351725906e-03,-1.11777976122638136e-03,-1.00449030113317100e-01,-7.24456843394714230e-07,-3.18341045076470197e-07,-2.56985345014438531e-06,-3.70197446974698990e-07,-1.62672274034076272e-07,-1.31319511302378102e-06,-3.90625000000000024e-12
165,1.91352134977811866e-05,1.20990830409992210e-03,-8.63692013837147748e-02,2.29321538100080184e-06,2.74457721159315427e-06,-9.64392213040395666e-08,1.17183305969140982e-06,1.40247895512410188e-06,-4.92804420863642176e-08,-3.90625000000000024e-12
166,6.88687439109994569e-04,-1.23571178287565511e-04,1.29282132381009468e-01,4.89722856779589621e-08,2.26656891574559989e-07,-1.21071628873195189e-07,2.50248379814370302e-08,1.15821671594600163e-07,-6.18676023542027425e-08,-3.90625000000000024e-12
167,2.26460360145413998e-03,1.10123794519187759e-03,3.88282569128195684e-02,-1.60798172656504773e-06,1.11346493635855442e-06,1.21711880875918589e-06,-8.21678662274739372e-07,5.68980582479221328e-07,6.21947711275944053e-07,-3.90625000000000024e-12
168,5.55374579963480316e-04,1.35149252052691273e-03,-2.24258586350214312e-02,1.79457406673853617e-06,-2.06446379354271068e-06,1.71248587201376218e-07,9.17027348103391980e-07,-1.05494099850032512e-06,8.75080280599032429e-08,-3.90625000000000024e-12
169,-7.01870541212507915e-04,2.34113009438836634e-04,1.65190478374679317e-01,-2.70004777127751229e-06,3.32087688879249108e-06,-3.10495043677408447e-06,-1.37972441112280880e-06,1.69696809017296295e-06,-1.58662967319155729e-06,-3.90625000000000024e-12
170,-6.27810395788792929e-04,1.16714734847172402e-03,9.33382466581945819e-02,-4.65102512783980247e-07,2.79055332714354181e-06,-3.52230913551059393e-06,-2.37667384032613915e-07,1.42597275017035000e-06,-1.79989996824591358e-06,-3.90625000000000024e-12
171,-1.49720235088515979e-04,-7.11591368786285280e-04,-1.54385239682328312e-01,2.76934016241174707e-08,-3.41880357278838357e-06,1.55411951742875520e-06,1.41513282299240271e-08,-1.74700862569486413e-06,7.94155073406093886e-07,-3.90625000000000024e-12
172,-1.07954415765719675e-03,2.24665478537229324e-04,7.85485700380182394e-02,-9.16055636794367519e-07,-1.33973673052802986e-06,-2.01779472354873335e-06,-4.68104430401921837e-07,-6.84605469299823315e-07,-1.03109310373340267e-06,-3.90625000000000024e-12
173,-5.64709213682384223e-04,-5.10334447565425568e-04,-7.11461556088624769e-02,7.95251190973628274e-07,4.63019527815662186e-08,1.14966304608310513e-06,4.06373358587524032e-07,2.36602978713803371e-08,5.87477816548466733e-07,-3.90625000000000024e-12
174,2.45745584908151982e-03,-1.31233451351887506e-03,-1.41760172493075876e-01,1.39697050868243865e-06,-1.27074359001155449e-06,3.68830125951221154e-07,7.13851929936726178e-07,-6.49349974495904319e-07,1.88472194361074010e-07,-3.90625000000000024e-12
175,1.08781468335726150e-03,-1.04840821095834305e-03,1.02146369330281192e-01,2.36093681838177942e-06,8.77054293376153188e-07,7.01117478193957129e-07,1.20643871419308925e-06,4.48174743915214304e-07,3.58271031357112081e-07,-3.90625000000000024e-12
176,-7.92270675985235211e-04,1.04343283996950927e-03,1.38878950567214415e-01,1.56397951153269662e-07,-8.95649651398758502e-07,1.57455467979157483e-08,7.99193530393208039e-08,-4.57676971864765612e-07,8.04597441373494678e-09,-3.90625000000000024e-12
177,-4.34014763168510194e-04,8.10805435418931858e-08,-9.61540165679623943e-02,-1.17953706316775517e-07,4.73653209322159710e-06,-5.30828204438387930e-07,-6.02743439278722905e-08,2.42036789963623637e-06,-2.71253212468016251e-07,-3.90625000000000024e-12
178,8.86767533858581259e-04,-2.96112874399988627e-04,-9.25287001855308461e-02,-1.89184908246977294e-06,7.26243003264972510e-07,-4.28210042457773386e-07,-9.66734881142053989e-07,3.71110174668400940e-07,-2.18815331695922217e-07,-3.90625000000000024e-12
179,4.47127027503531750e-04,3.75890003585395958e-04,-3.79202630732411059e-03,-1.19356708493291078e-06,1.57060960531794044e-06,-3.30923290767933329e-07,-6.09912780400717377e-07,8.02581508317467626e-07,-1.69101801582413946e-07,-3.90625000000000024e-12
180,-4.20077295623450669e-04,9.57563775007480751e-04,-6.44215556825370878e-02,-1.53586600336275055e-06,1.11903083253852156e-06,3.77189116224094886e-06,-7.84827527718365569e-07,5.71824755427184535e-07,1.92743638390512492e-06,-3.90625000000000024e-12
181,-8.51602156695261282e-04,-2.42209880824479311e-04,5.16481757940363134e-02,2.54522935730991059e-06,5.14599027609931994e-07,6.12336632556327694e-07,1.30061220158536434e-06,2.62960103108675250e-07,3.12904019236283464e-07,-3.90625000000000024e-12
182,-3.85555644941296160e-04,-6.28408389808484649e-04,-1.01979195325048677e-01,-3.66779197770573816e-08,1.39286196611091423e-06,-3.63572142556481489e-07,-1.87424170060763238e-08,7.11752464682677158e-07,-1.85785364846362034e-07,-3.90625000000000024e-12
183,-7.98269357800980030e-04,-6.69579036095633759e-04,1.96673298782426897e-01,7.11880102084504075e-07,-2.84703852122402824e-07,4.21054601399637545e-07,3.63770732165181579e-07,-1.45483668434547855e-07,2.15158901315214801e-07,-3.90625000000000024e-12
184,-1.78258578690505733e-03,-4.67545411793519189e-04,5.18093233045836300e-03,-3.81117042261033477e-06,-1.41070396716636688e-08,-1.06562450430840678e-06,-1.94750808595388106e-06,-7.20869727222013474e-09,-5.44534121701595841e-07,-3.90625000000000024e-12
185,-8.91857719255890330e-04,-1.19741768681428740e-03,5.38958911445320057e-02,-6.26871702398246338e-07,7.23622585394815315e-07,-2.43856655006022853e-06,-3.20331439925503869e-07,3.69771141136750629e-07,-1.24610750708077670e-06,-3.90625000000000024e-12
186,1.35902476917873299e-03,1.08387932333898042e-03,4.63613342818090628e-04,-1.68985916141925007e-06,3.12596872945118425e-07,9.40503959872260737e-08,-8.63518031485236850e-07,1.59737002074955511e-07,4.80597523494725280e-08,-3.90625000000000024e-12
187,-4.52306281234166356e-04,6.45364841404697052e-04,-1.65285047940044477e-01,1.73408569378151149e-06,6.31476631051814324e-07,-3.10960928752152514e-06,8.86117789522352430e-07,3.22684558467477105e-07,-1.58901034592349937e-06,-3.90625000000000024e-12
188,-8.48498534165337661e-04,1.44811420812418945e-03,4.16139044978327682e-02,7.57832220077042792e-07,-3.23413272600234618e-07,2.35082357162018753e-07,3.87252264459368874e-07,-1.65264182298719895e-07,1.20127084509791585e-07,-3.90625000000000024e-12
189,1.50600861694556747e-04,-1.97325274227319955e-04,-3.90076478313826636e-02,1.89782157676863135e-06,1.77251375444740592e-07,-4.09898667588539211e-07,9.69786825728770605e-07,9.05754528522624498e-08,-2.09458219137743541e-07,-3.90625000000000024e-12
190,-8.50654752278210053e-04,5.67019712790603979e-04,4.96532461204065578e-02,-3.10301577465020454e-06,-8.69449088170165498e-07,1.53740627037630812e-06,-1.58564106084625451e-06,-4.44288484054954568e-07,7.85614604162293501e-07,-3.90625000000000024e-12
191,5.10857878407758618e-04,-2.43909272754739247e-03,1.27222554205764254e-01,9.83774699187473617e-07,-2.36747655865988957e-06,-2.67829775513005879e-06,5.02708871284799013e-07,-1.20978052147520349e-06,-1.36861015287145999e-06,-3.90625000000000024e-12
192,8.50441121154787223e-04,1.55957579082449129e-03,-5.65105503031575959e-02,-7.79201401932009399e-07,8.36480032128178260e-07,-1.45710787660763071e-06,-3.98171916387256833e-07,4.27441296417499109e-07,-7.44582124946499275e-07,-3.90625000000000024e-12
193,-2.17311935039226278e-03,-1.30446222771179012e-03,-8.89832777173142908e-02,2.55802612130808251e-06,4.04262638471925808e-06,-2.19293180669083602e-06,1.30715134798843024e-06,2.06578208259154091e-06,-1.12058815321901712e-06,-3.90625000000000024e-12
194,2.00403375504052805e-03,-7.54679785353972355e-04,-4.67093654566554523e-02,3.85719902143479032e-06,3.68601284277559307e-06,-3.95947956787660631e-06,1.97102869995317791e-06,1.88355256265832812e-06,-2.02329405918494574e-06,-3.90625000000000024e-12
195,9.93355155904946741e-04,8.92028161097846331e-04,9.67444878018845628e-02,-3.21563510571322624e-06,-3.74045011171562869e-07,-7.39801591022772820e-08,-1.64318953901945874e-06,-1.91137000708668633e-07,-3.78038613012636898e-08,-3.90625000000000024e-12
196,-4.66586316572351458e-04,1.86682014411193023e-03,4.00590176647005747e-02,-1.73041757724838236e-06,-8.94060262487126316e-08,1.41707532009070516e-06,-8.84243381973923424e-07,-4.56864794130921584e-08,7.24125488566350373e-07,-3.90625000000000024e-12
197,-8.47144106314529858e-04,4.08234675024989079e-04,-1.41138714818261568e-01,-1.80220060035358452e-06,-4.43394906811377064e-06,-7.17928132956878956e-07,-9.20924506780681684e-07,-2.26574797380613695e-06,-3.66861275940965153e-07,-3.90625000000000024e-12
198,-1.24365700449886527e-03,-6.82487891088894905e-04,-1.18656105292440708e-01,1.41480671692188207e-06,2.73031575899048658e-06,1.94617364492087283e-06,7.22966232347081714e-07,1.39519135284413860e-06,9.94494732554565937e-07,-3.90625000000000024e-12
199,-4.96928882155154043e-04,-6.51616633511532231e-04,-4.72423881612971455e-02,-5.43774095108685354e-06,-2.41496132698317260e-06,-3.28323488779328616e-07,-2.77868562600538239e-06,-1.23404523808840118e-06,-1.67773302766236923e-07,-3.90625000000000024e-12
200,-8.73311791901016212e-04,1.11650236076219172e-03,-9.97088959904007949e-02,-1.76763825182167911e-06,9.41004263720239290e-07,7.61371580075622633e-07,-9.03263146680878045e-07,4.80853178761042277e-07,3.89060877418643198e-07,-3.90625000000000024e-12
201,-5.33090859831635532e-04,-9.11833767732881848e-04,-5.94438896814672435e-02,1.60861909557316630e-06,2.68383645052677859e-06,-1.11902952474520005e-06,8.22004357837888013e-07,1.37144042621918398e-06,-5.71824087144797209e-07,-3.90625000000000024e-12
202,-1.29667780207219857e-03,2.10415894901860639e-03,-2.73435640717105098e-02,3.35497329748139050e-06,-2.74695748739265204e-06,-2.08217260739153547e-06,1.71439135501299066e-06,-1.40369527605764527e-06,-1.06399020237707464e-06,-3.90625000000000024e-12
203,8.19695224134497696e-04,-3.64803763305310692e-04,-1.30144491683602148e-01,-2.14695956726158021e-06,-1.73517102999603871e-06,1.27121846738751288e-06,-1.09709633887066760e-06,-8.86672396327975757e-07,6.49592636835019123e-07,-3.90625000000000024e-12
204,-5.14800392384129899e-04,-6.81533268336290588e-04,-1.22859182528417710e-01,3.23939957626480114e-06,-2.86339376436873993e-06,1.43522866887294247e-06,1.65533318347131332e-06,-1.46319421359242617e-06,7.33401849794073668e-07,-3.90625000000000024e-12
205,1.08228815663621004e-04,1.61464295953670520e-03,1.94521427853327385e-02,2.35846412833277791e-06,5.84943999029556629e-07,-3.86815082620191296e-06,1.20517516957804953e-06,2.98906383504103429e-07,-1.97662507218917777e-06,-3.90625000000000024e-12
206,1.04303513438219623e-03,1.30013093096391277e-03,-1.92406586239426691e-01,9.22430507470063444e-07,1.80731265694467997e-06,-3.39319641291464913e-06,4.71361989317202426e-07,9.23536767698731449e-07,-1.73392336699938568e-06,-3.90625000000000024e-12
207,1.90970518705457261e-03,-1.30588124748212838e-03,1.84583973355833236e-01,-8.80565843340534096e-07,2.14560041445896762e-06,7.70046775840575053e-07,-4.49969145947012925e-07,1.09640181178853251e-06,3.93493902454533846e-07,-3.90625000000000024e-12
208,2.28010322008730451e-04,6.16920058428994684e-04,2.22486605791666459e-01,2.32133449629194462e-06,2.60640128561026272e-06,-2.30708900691864751e-06,1.18620192760518373e-06,1.33187105694684429e-06,-1.17892248253542888e-06,-3.90625000000000024e-12
209,1.06957618691292462e-03,-1.58546878842154380e-03,-1.78078244973007199e-01,-2.18946178834831418e-06,1.88038969763237048e-06,-5.05458188810604514e-07,-1.11881497384598854e-06,9.60879135490141330e-07,-2.58289134482218928e-07,-3.90625000000000024e-12
210,-1.17941387761755678e-03,1.02434710209409782e-03,3.34735551180607716e-02,1.79806356298091174e-06,1.21456047165213665e-06,-1.48259704873751464e-06,9.18810480683245893e-07,6.20640401014241856e-07,-7.57607091904870000e-07,-3.90625000000000024e-12
211,9.17290205429256364e-04,4.43993663826463853e-04,1.22743236125876773e-01,1.90848740910477965e-06,9.43509187248279887e-07,-1.16750106009463314e-06,9.75237066052542500e-07,4.82133194683871038e-07,-5.96593041708357551e-07,-3.90625000000000024e-12
212,-1.02520186050957494e-03,-1.82963771994781280e-03,-6.67516492128638200e-02,-9.59027026457088456e-07,-1.09339024380683198e-06,5.66526206311015126e-07,-4.90062810519572192e-07,-5.58722414585291122e-07,2.89494891424928730e-07,-3.90625000000000024e-12
213,8.13572950478668789e-04,-1.01011515952228233e-03,-2.34035474469968530e-01,1.81236471731961054e-06,9.92570084769167684e-07,-4.09997523416410509e-07,9.26118370550320959e-07,5.07203313317044686e-07,-2.09508734465785762e-07,-3.90625000000000024e-12
214,-5.44837354435993306e-04,6.83446693765900402e-04,4.14405677387719926e-02,-2.77079175626465922e-06,8.05303439273185621e-08,-3.15997496913082770e-07,-1.41587458745124082e-06,4.11510057468597875e-08,-1.61474720922585294e-07,-3.90625000000000024e-12
215,-3.44404146614332523e-04,-5.15337101462452199e-04,-2.11329562757780809e-01,-1.41609706933454005e-06,-1.87559968160131684e-06,2.87461979007785035e-06,-7.23625602429949963e-07,-9.58431437298272923e-07,1.46893071272978162e-06,-3.90625000000000024e-12
216,-4.60671039028405800e-05,1.86497715638786238e-03,-5.29280130359923440e-02,2.75608594344931340e-06,-2.90118887175287489e-06,1.70014428202464416e-06,1.40835991710259910e-06,-1.48250751346571908e-06,8.68773728114593222e-07,-3.90625000000000024e-12
